UserID,Risk_Level,Year,Portfolio_Performance,Stock_Count,Buy&Hold_CAGR,Portfolio_CAGR
787,medium,2021,32.726%,3,32.532%,65.258%
788,low,2021,2.835%,3,12.533%,15.368%
789,low,2021,8.424%,3,27.105%,35.528%
790,low,2021,24.952%,3,-12.178%,12.774%
791,medium,2021,13.756%,3,55.042%,68.799%
792,high,2021,19.697%,3,53.138%,72.835%
793,medium,2021,45.859%,3,14.216%,60.075%
794,medium,2021,28.153%,3,3.871%,32.024%
795,high,2021,19.697%,3,53.138%,72.835%
796,high,2021,19.697%,3,53.138%,72.835%
797,medium,2021,23.255%,3,2.221%,25.477%
798,low,2021,2.835%,3,12.533%,15.368%
799,low,2021,-17.833%,3,42.74%,24.907%
800,medium,2021,28.153%,3,3.871%,32.024%
801,medium,2021,28.153%,3,3.871%,32.024%
802,high,2021,19.697%,3,53.138%,72.835%
803,medium,2021,40.825%,3,6.598%,47.423%
804,medium,2021,8.07%,3,0.262%,8.333%
805,medium,2021,11.729%,3,6.696%,18.425%
806,medium,2021,28.153%,3,3.871%,32.024%
807,medium,2021,28.153%,3,3.871%,32.024%
808,medium,2021,28.153%,3,3.871%,32.024%
809,low,2021,8.31%,3,-8.108%,0.202%
810,medium,2021,28.153%,3,3.871%,32.024%
811,medium,2021,40.825%,3,6.598%,47.423%
812,medium,2021,15.987%,3,20.849%,36.835%
813,high,2021,19.697%,3,53.138%,72.835%
814,medium,2021,28.153%,3,3.871%,32.024%
815,low,2021,7.348%,3,23.806%,31.155%
