,Sector,Stock,Range_Start,Range_End,Buy&Hold_Profit,WithModel_Profit,Buy&Hold_CAGR(in %),WithModel_CAGR(in %),CAGR_Performance(in %),Buy&Hold_MDD(in %),WithModel_MDD(in %),MDD_Performance(in %)
0,BlockChain,COIN,20210101,20211231,-1762.85,0.0,-17.63,0.0,17.63,-42.04,0.0,42.04
1,BlockChain,NVDA,20120101,20121231,-1779.99,278.27,-17.8,2.78,20.58,-29.79,-12.73,17.06
2,BlockChain,NVDA,20130101,20131231,2978.12,0.0,29.78,0.0,-29.78,-27.53,0.0,27.53
3,BlockChain,NVDA,20140101,20141231,2880.98,-427.47,28.81,-4.27,-33.08,-28.47,0.0,28.47
4,BlockChain,NVDA,20150101,20151231,6994.78,156.49,69.95,1.56,-68.38,-43.67,-3.58,40.09
5,BlockChain,NVDA,20160101,20161231,27880.18,1759.72,278.8,17.6,-261.2,-79.48,-20.88,58.6
6,BlockChain,NVDA,20170101,20171231,8452.01,0.0,84.52,0.0,-84.52,-55.94,0.0,55.94
7,BlockChain,NVDA,20180101,20181231,-3879.29,0.0,-38.79,0.0,38.79,-56.23,0.0,56.23
8,BlockChain,NVDA,20190101,20191231,6312.14,-403.71,63.12,-4.04,-67.16,-44.23,-1.01,43.22
9,BlockChain,NVDA,20200101,20201231,11545.53,0.0,115.46,0.0,-115.46,-66.0,0.0,66.0
10,BlockChain,NVDA,20210101,20211231,12030.4,-1134.89,120.3,-11.35,-131.65,-63.82,-14.58,49.25
11,BlockChain,FB,20120101,20121231,-2035.08,0.0,-20.35,0.0,20.35,-45.05,0.0,45.05
12,BlockChain,FB,20130101,20131231,8210.22,0.0,82.1,0.0,-82.1,-60.58,0.0,60.58
13,BlockChain,FB,20140101,20141231,3544.61,0.0,35.45,0.0,-35.45,-34.12,0.0,34.12
14,BlockChain,FB,20150101,20151231,3525.63,0.0,35.26,0.0,-35.26,-31.95,0.0,31.95
15,BlockChain,FB,20160101,20161231,1900.88,0.0,19.01,0.0,-19.01,-30.46,0.0,30.46
16,BlockChain,FB,20170101,20171231,4249.41,0.0,42.49,0.0,-42.49,-32.24,0.0,32.24
17,BlockChain,FB,20180101,20181231,-2825.91,0.0,-28.26,0.0,28.26,-42.93,0.0,42.93
18,BlockChain,FB,20190101,20191231,4207.17,0.0,42.07,0.0,-42.07,-31.95,0.0,31.95
19,BlockChain,FB,20200101,20201231,2445.81,0.0,24.46,0.0,-24.46,-53.44,0.0,53.44
20,BlockChain,FB,20210101,20211231,3131.38,0.0,31.31,0.0,-31.31,-35.05,0.0,35.05
21,Airline,BA,20120101,20121231,171.77,0.0,1.72,0.0,-1.72,-12.52,0.0,12.52
22,Airline,BA,20130101,20131231,8518.68,0.0,85.19,0.0,-85.19,-49.12,0.0,49.12
23,Airline,BA,20140101,20141231,-438.74,0.0,-4.39,0.0,4.39,-15.67,0.0,15.67
24,Airline,BA,20150101,20151231,1354.71,0.0,13.55,0.0,-13.55,-19.46,0.0,19.46
25,Airline,BA,20160101,20161231,2353.76,0.0,23.54,0.0,-23.54,-35.51,0.0,35.51
26,Airline,BA,20170101,20171231,9079.59,0.0,90.8,0.0,-90.8,-48.68,0.0,48.68
27,Airline,BA,20180101,20181231,504.64,0.0,5.05,0.0,-5.05,-23.23,0.0,23.23
28,Airline,BA,20190101,20191231,-287.58,0.0,-2.88,0.0,2.88,-26.89,0.0,26.89
29,Airline,BA,20200101,20201231,-3506.89,0.0,-35.07,0.0,35.07,-71.42,0.0,71.42
30,Airline,BA,20210101,20211231,-45.64,0.0,-0.46,0.0,0.46,-31.38,0.0,31.38
31,Airline,GD,20120101,20121231,-26.69,0.0,-0.27,0.0,0.27,-15.93,0.0,15.93
32,Airline,GD,20130101,20131231,3709.92,0.0,37.1,0.0,-37.1,-33.03,0.0,33.03
33,Airline,GD,20140101,20141231,4937.26,0.0,49.37,0.0,-49.37,-36.26,0.0,36.26
34,Airline,GD,20150101,20151231,199.86,0.0,2.0,0.0,-2.0,-14.13,0.0,14.13
35,Airline,GD,20160101,20161231,3469.84,0.0,34.7,0.0,-34.7,-32.12,0.0,32.12
36,Airline,GD,20170101,20171231,1707.42,0.0,17.07,0.0,-17.07,-19.36,0.0,19.36
37,Airline,GD,20180101,20181231,-2250.85,0.0,-22.51,0.0,22.51,-34.64,0.0,34.64
38,Airline,GD,20190101,20191231,1290.45,0.0,12.9,0.0,-12.9,-18.94,0.0,18.94
39,Airline,GD,20200101,20201231,-1553.51,0.0,-15.54,0.0,15.54,-40.67,0.0,40.67
40,Airline,GD,20210101,20211231,4153.63,0.0,41.54,0.0,-41.54,-30.8,0.0,30.8
41,Airline,LMT,20120101,20121231,1787.95,0.0,17.88,0.0,-17.88,-17.95,0.0,17.95
42,Airline,LMT,20130101,20131231,6466.92,0.0,64.67,0.0,-64.67,-44.49,0.0,44.49
43,Airline,LMT,20140101,20141231,3466.77,0.0,34.67,0.0,-34.67,-28.29,0.0,28.29
44,Airline,LMT,20150101,20151231,1571.1,0.0,15.71,0.0,-15.71,-19.08,0.0,19.08
45,Airline,LMT,20160101,20161231,1967.32,0.0,19.67,0.0,-19.67,-27.17,0.0,27.17
46,Airline,LMT,20170101,20171231,2750.8,0.0,27.51,0.0,-27.51,-24.69,0.0,24.69
47,Airline,LMT,20180101,20181231,-1818.87,0.0,-18.19,0.0,18.19,-30.22,0.0,30.22
48,Airline,LMT,20190101,20191231,4792.28,0.0,47.92,0.0,-47.92,-33.41,0.0,33.41
49,Airline,LMT,20200101,20201231,-1106.34,0.0,-11.06,0.0,11.06,-35.02,0.0,35.02
50,Airline,LMT,20210101,20211231,829.76,0.0,8.3,0.0,-8.3,-18.93,0.0,18.93
51,Traveling,UBER,20190101,20191231,-3068.06,0.0,-30.68,0.0,30.68,-44.53,0.0,44.53
52,Traveling,UBER,20200101,20201231,5455.7,0.0,54.56,0.0,-54.56,-70.76,0.0,70.76
53,Traveling,UBER,20210101,20211231,-1994.03,0.0,-19.94,0.0,19.94,-44.27,0.0,44.27
54,Traveling,ABNB,20200101,20201231,264.17,0.0,2.64,0.0,-2.64,-15.88,0.0,15.88
55,Traveling,ABNB,20210101,20211231,1387.97,0.0,13.88,0.0,-13.88,-39.9,0.0,39.9
56,Traveling,MAR,20120101,20121231,1074.58,0.0,10.75,0.0,-10.75,-20.3,0.0,20.3
57,Traveling,MAR,20130101,20131231,2755.67,0.0,27.56,0.0,-27.56,-23.56,0.0,23.56
58,Traveling,MAR,20140101,20141231,6193.84,0.0,61.94,0.0,-61.94,-40.41,0.0,40.41
59,Traveling,MAR,20150101,20151231,-1265.03,0.0,-12.65,0.0,12.65,-22.76,0.0,22.76
60,Traveling,MAR,20160101,20161231,3412.18,0.0,34.12,0.0,-34.12,-33.89,0.0,33.89
61,Traveling,MAR,20170101,20171231,6825.45,0.0,68.25,0.0,-68.25,-39.82,0.0,39.82
62,Traveling,MAR,20180101,20181231,-2012.72,0.0,-20.13,0.0,20.13,-30.56,0.0,30.56
