,Sector,Stock,Range_Start,Range_End,Buy&Hold_Profit,WithModel_Profit,Buy&Hold_CAGR(in %),WithModel_CAGR(in %),CAGR_Performance(in %),Buy&Hold_MDD(in %),WithModel_MDD(in %),MDD_Performance(in %)
50,Airline,LMT,20210101,20211231,829.76,324.64,8.3,3.25,-5.05,-18.93,-14.19,4.74
51,Traveling,UBER,20190101,20191231,-3068.06,-1692.56,-30.68,-16.93,13.75,-44.53,-26.88,17.65
52,Traveling,UBER,20200101,20201231,5455.7,6590.09,54.56,65.9,11.34,-70.76,-50.86,19.91
53,Traveling,UBER,20210101,20211231,-1994.03,380.2,-19.94,3.8,23.74,-44.27,-28.07,16.2
54,Traveling,ABNB,20200101,20201231,264.17,527.72,2.64,5.28,2.64,-15.88,-11.43,4.45
55,Traveling,ABNB,20210101,20211231,1387.97,138.86,13.88,1.39,-12.49,-39.9,-21.45,18.45
56,Traveling,MAR,20120101,20121231,1074.58,-678.18,10.75,-6.78,-17.53,-20.3,-21.97,-1.66
57,Traveling,MAR,20130101,20131231,2755.67,157.52,27.56,1.58,-25.98,-23.56,-12.46,11.1
58,Traveling,MAR,20140101,20141231,6193.84,4309.73,61.94,43.1,-18.84,-40.41,-30.25,10.15
59,Traveling,MAR,20150101,20151231,-1265.03,-1423.34,-12.65,-14.23,-1.58,-22.76,-18.49,4.28
60,Traveling,MAR,20160101,20161231,3412.18,1664.48,34.12,16.64,-17.48,-33.89,-26.18,7.71
61,Traveling,MAR,20170101,20171231,6825.45,2234.59,68.25,22.35,-45.91,-39.82,-19.64,20.18
62,Traveling,MAR,20180101,20181231,-2012.72,-2022.12,-20.13,-20.22,-0.09,-30.56,-28.73,1.83
63,Traveling,MAR,20190101,20191231,3963.91,1672.94,39.64,16.73,-22.91,-30.94,-18.1,12.83
64,Traveling,MAR,20200101,20201231,-1132.43,-470.75,-11.32,-4.71,6.62,-58.97,-32.49,26.48
65,Traveling,MAR,20210101,20211231,2888.82,1610.87,28.89,16.11,-12.78,-30.75,-22.01,8.75
66,Traveling,BKNG,20120101,20121231,2505.58,-466.82,25.06,-4.67,-29.72,-38.38,-30.87,7.51
67,Traveling,BKNG,20130101,20131231,7495.23,2560.19,74.95,25.6,-49.35,-45.37,-28.09,17.27
68,Traveling,BKNG,20140101,20141231,-91.29,-472.2,-0.91,-4.72,-3.81,-24.85,-25.42,-0.57
69,Traveling,BKNG,20150101,20151231,1813.84,1657.8,18.14,16.58,-1.56,-32.41,-27.96,4.45
70,Traveling,BKNG,20160101,20161231,2775.38,43.86,27.75,0.44,-27.32,-39.51,-17.87,21.64
71,Traveling,BKNG,20170101,20171231,1378.28,-364.24,13.78,-3.64,-17.43,-25.07,-18.09,6.98
72,Traveling,BKNG,20180101,20181231,-668.26,727.89,-6.68,7.28,13.96,-26.65,-17.12,9.53
73,Traveling,BKNG,20190101,20191231,2420.03,477.04,24.2,4.77,-19.43,-20.86,-9.76,11.09
74,Traveling,BKNG,20200101,20201231,500.14,24.53,5.0,0.25,-4.76,-46.96,-24.85,22.1
75,Traveling,BKNG,20210101,20211231,550.38,-871.36,5.5,-8.71,-14.22,-26.69,-22.47,4.22
76,Semiconductors,INTC,20120101,20121231,-1836.19,-1085.82,-18.36,-10.86,7.5,-32.01,-16.27,15.74
77,Semiconductors,INTC,20130101,20131231,2640.74,561.55,26.41,5.62,-20.79,-23.27,-15.83,7.44
78,Semiconductors,INTC,20140101,20141231,4835.78,2445.95,48.36,24.46,-23.9,-38.67,-28.3,10.36
79,Semiconductors,INTC,20150101,20151231,-250.27,-1011.11,-2.5,-10.11,-7.61,-30.26,-20.66,9.6
80,Semiconductors,INTC,20160101,20161231,1938.31,-99.72,19.38,-1.0,-20.38,-28.42,-9.72,18.69
81,Semiconductors,INTC,20170101,20171231,2991.98,2549.79,29.92,25.5,-4.42,-30.98,-29.89,1.09
82,Semiconductors,INTC,20180101,20181231,791.35,-2569.79,7.91,-25.7,-33.61,-25.86,-33.87,-8.0
83,Semiconductors,INTC,20190101,20191231,2735.94,994.3,27.36,9.94,-17.42,-28.63,-18.5,10.13
84,Semiconductors,INTC,20200101,20201231,-1540.81,-3414.12,-15.41,-34.14,-18.73,-33.95,-42.7,-8.75
85,Semiconductors,INTC,20210101,20211231,371.49,-1483.4,3.71,-14.83,-18.55,-28.58,-32.52,-3.94
86,Semiconductors,NVDA,20120101,20121231,-1779.99,-2837.55,-17.8,-28.38,-10.58,-29.79,-37.51,-7.72
87,Semiconductors,NVDA,20130101,20131231,2978.12,1999.85,29.78,20.0,-9.78,-27.53,-23.09,4.44
88,Semiconductors,NVDA,20140101,20141231,2880.98,2250.68,28.81,22.51,-6.3,-28.47,-23.7,4.77
89,Semiconductors,NVDA,20150101,20151231,6994.78,2164.58,69.95,21.65,-48.3,-43.67,-23.39,20.28
90,Semiconductors,NVDA,20160101,20161231,27880.18,9075.33,278.8,90.75,-188.05,-79.48,-54.22,25.26
91,Semiconductors,NVDA,20170101,20171231,8452.01,2571.47,84.52,25.71,-58.81,-55.94,-29.73,26.21
92,Semiconductors,NVDA,20180101,20181231,-3879.29,-2615.89,-38.79,-26.16,12.63,-56.23,-34.34,21.9
93,Semiconductors,NVDA,20190101,20191231,6312.14,428.36,63.12,4.28,-58.84,-44.23,-17.01,27.21
94,Semiconductors,NVDA,20200101,20201231,11545.53,-2196.01,115.46,-21.96,-137.42,-66.0,-33.45,32.56
95,Semiconductors,NVDA,20210101,20211231,12030.4,4565.48,120.3,45.65,-74.65,-63.82,-49.88,13.94
96,Semiconductors,QCOM,20120101,20121231,862.69,-123.02,8.63,-1.23,-9.86,-21.46,-18.77,2.69
97,Semiconductors,QCOM,20130101,20131231,1678.69,216.41,16.79,2.16,-14.62,-20.77,-14.99,5.77
98,Semiconductors,QCOM,20140101,20141231,370.76,-911.37,3.71,-9.11,-12.82,-15.38,-16.82,-1.44
99,Semiconductors,QCOM,20150101,20151231,-3074.85,-3250.27,-30.75,-32.5,-1.75,-34.48,-34.64,-0.16
100,Semiconductors,QCOM,20160101,20161231,4786.99,-692.04,47.87,-6.92,-54.79,-41.57,-14.54,27.04
101,Semiconductors,QCOM,20170101,20171231,137.41,1246.09,1.37,12.46,11.09,-27.28,-20.93,6.35
102,Semiconductors,QCOM,20180101,20181231,-957.53,400.19,-9.58,4.0,13.58,-35.56,-31.79,3.78
103,Semiconductors,QCOM,20190101,20191231,6202.85,-283.1,62.03,-2.83,-64.86,-47.97,-22.58,25.39
104,Semiconductors,QCOM,20200101,20201231,7129.85,-3685.55,71.3,-36.86,-108.15,-62.13,-41.33,20.79
105,Semiconductors,QCOM,20210101,20211231,1939.84,-1151.76,19.4,-11.52,-30.92,-35.07,-29.19,5.88
106,Semiconductors,MU,20120101,20121231,-1746.17,-176.39,-17.46,-1.76,15.7,-42.67,-29.94,12.72
107,Semiconductors,MU,20130101,20131231,19503.19,6071.67,195.03,60.72,-134.32,-68.71,-41.91,26.8
108,Semiconductors,MU,20140101,20141231,5032.95,2539.26,50.33,25.39,-24.94,-41.03,-26.53,14.49
109,Semiconductors,MU,20150101,20151231,-5821.74,-3970.37,-58.22,-39.7,18.51,-59.36,-40.48,18.88
110,Semiconductors,MU,20160101,20161231,6704.51,-1002.59,67.05,-10.03,-77.07,-58.93,-39.75,19.17
111,Semiconductors,MU,20170101,20171231,8679.94,1958.27,86.8,19.58,-67.22,-56.87,-29.55,27.32
112,Semiconductors,MU,20180101,20181231,-2928.81,-2539.43,-29.29,-25.39,3.89,-53.94,-40.24,13.7
113,Semiconductors,MU,20190101,20191231,5106.41,-1471.7,51.06,-14.72,-65.78,-41.71,-28.41,13.3
114,Semiconductors,MU,20200101,20201231,2405.58,-946.72,24.06,-9.47,-33.52,-53.82,-37.39,16.43
115,Semiconductors,MU,20210101,20211231,2279.66,-69.11,22.8,-0.69,-23.49,-30.59,-31.26,-0.67
116,Semiconductors,AMD,20120101,20121231,-5960.56,-4329.44,-59.61,-43.29,16.31,-77.5,-60.73,16.77
117,Semiconductors,AMD,20130101,20131231,4325.17,210.26,43.25,2.1,-41.15,-48.66,-42.42,6.24
118,Semiconductors,AMD,20140101,20141231,-3716.24,-145.1,-37.16,-1.45,35.71,-47.64,-23.55,24.09
119,Semiconductors,AMD,20150101,20151231,1287.0,3553.98,12.87,35.54,22.67,-49.53,-38.76,10.77
120,Semiconductors,AMD,20160101,20161231,44136.58,4301.66,441.37,43.02,-398.35,-85.26,-43.48,41.78
121,Semiconductors,AMD,20170101,20171231,-852.7,-1165.79,-8.53,-11.66,-3.13,-38.25,-31.57,6.68
122,Semiconductors,AMD,20180101,20181231,5111.81,1806.53,51.12,18.07,-33.05,-72.63,-55.52,17.12
123,Semiconductors,AMD,20190101,20191231,11553.05,301.73,115.53,3.02,-112.51,-58.57,-30.64,27.93
124,Semiconductors,AMD,20200101,20201231,8799.65,-797.06,88.0,-7.97,-95.97,-59.94,-35.64,24.3
125,Semiconductors,AMD,20210101,20211231,5521.33,1224.38,55.21,12.24,-42.97,-55.19,-36.62,18.57
126,Cloud Computing,IBM,20120101,20121231,476.11,-68.24,4.76,-0.68,-5.44,-16.06,-11.58,4.48
127,Cloud Computing,IBM,20130101,20131231,-178.7,-180.42,-1.79,-1.8,-0.02,-18.74,-14.79,3.95
128,Cloud Computing,IBM,20140101,20141231,-1295.58,-91.12,-12.96,-0.91,12.04,-22.07,-12.23,9.84
129,Cloud Computing,IBM,20150101,20151231,-938.09,-2293.37,-9.38,-22.93,-13.55,-22.89,-24.98,-2.09
130,Cloud Computing,IBM,20160101,20161231,3096.01,1151.71,30.96,11.52,-19.44,-32.47,-15.81,16.66
131,Cloud Computing,IBM,20170101,20171231,-466.2,-1859.26,-4.66,-18.59,-13.93,-21.72,-25.15,-3.43
132,Cloud Computing,IBM,20180101,20181231,-2748.87,-2236.55,-27.49,-22.37,5.12,-33.6,-21.46,12.14
133,Cloud Computing,IBM,20190101,20191231,1466.73,-622.64,14.67,-6.23,-20.89,-22.37,-14.2,8.18
134,Cloud Computing,IBM,20200101,20201231,-372.33,-615.15,-3.72,-6.15,-2.43,-39.05,-21.5,17.55
135,Cloud Computing,IBM,20210101,20211231,995.16,-1057.19,9.95,-10.57,-20.52,-23.49,-19.61,3.88
136,Cloud Computing,AMZN,20120101,20121231,3435.82,463.13,34.36,4.63,-29.73,-33.59,-24.57,9.03
137,Cloud Computing,AMZN,20130101,20131231,4672.21,2223.13,46.72,22.23,-24.49,-38.48,-26.5,11.99
138,Cloud Computing,AMZN,20140101,20141231,-2216.68,-4143.73,-22.17,-41.44,-19.27,-30.29,-45.27,-14.98
139,Cloud Computing,AMZN,20150101,20151231,12686.83,2717.46,126.87,27.17,-99.69,-58.62,-28.7,29.92
140,Cloud Computing,AMZN,20160101,20161231,2458.94,1004.31,24.59,10.04,-14.55,-43.48,-22.86,20.62
141,Cloud Computing,AMZN,20170101,20171231,4624.22,1544.02,46.24,15.44,-30.8,-34.13,-14.94,19.19
142,Cloud Computing,AMZN,20180101,20181231,1772.9,3047.09,17.73,30.47,12.74,-38.91,-29.42,9.49
143,Cloud Computing,AMZN,20190101,20191231,1129.16,-53.64,11.29,-0.54,-11.83,-21.7,-18.24,3.46
144,Cloud Computing,AMZN,20200101,20201231,6820.78,1461.4,68.21,14.61,-53.59,-53.72,-29.15,24.57
145,Cloud Computing,AMZN,20210101,20211231,688.61,-307.81,6.89,-3.08,-9.96,-19.74,-16.5,3.24
146,Cloud Computing,GOOG,20140101,20141231,-661.04,-1484.35,-6.61,-14.84,-8.23,-16.67,-18.0,-1.33
147,Cloud Computing,GOOG,20150101,20151231,5025.26,1906.76,50.25,19.07,-31.19,-36.31,-22.14,14.16
148,Cloud Computing,GOOG,20160101,20161231,855.16,300.7,8.55,3.01,-5.54,-18.22,-13.3,4.93
149,Cloud Computing,GOOG,20170101,20171231,2861.47,1259.67,28.61,12.6,-16.02,-26.17,-14.01,12.16
150,Cloud Computing,GOOG,20180101,20181231,-530.95,-676.75,-5.31,-6.77,-1.46,-23.38,-19.43,3.95
151,Cloud Computing,GOOG,20190101,20191231,2231.27,-1575.64,22.31,-15.76,-38.07,-23.5,-18.04,5.47
152,Cloud Computing,GOOG,20200101,20201231,2198.98,-500.89,21.99,-5.01,-27.0,-42.09,-19.08,23.02
153,Cloud Computing,GOOG,20210101,20211231,5619.58,449.18,56.2,4.49,-51.7,-42.44,-19.58,22.86
154,Cloud Computing,CRM,20120101,20121231,5915.12,246.99,59.15,2.47,-56.68,-39.99,-23.38,16.62
155,Cloud Computing,CRM,20130101,20131231,2958.82,128.89,29.59,1.29,-28.3,-36.43,-16.72,19.71
156,Cloud Computing,CRM,20140101,20141231,411.51,-1233.17,4.12,-12.33,-16.45,-25.45,-28.08,-2.62
157,Cloud Computing,CRM,20150101,20151231,3326.47,-1347.82,33.26,-13.48,-46.74,-32.82,-18.46,14.36
158,Cloud Computing,CRM,20160101,20161231,-596.28,-1925.0,-5.96,-19.25,-13.29,-36.04,-29.98,6.06
159,Cloud Computing,CRM,20170101,20171231,3812.69,1537.11,38.13,15.37,-22.76,-31.84,-14.82,17.02
160,Cloud Computing,CRM,20180101,20181231,2452.04,2350.4,24.52,23.5,-1.02,-34.41,-33.89,0.53
161,Cloud Computing,CRM,20190101,20191231,1025.21,-803.84,10.25,-8.04,-18.29,-15.46,-19.12,-3.66
162,Cloud Computing,CRM,20200101,20201231,2383.73,2344.54,23.84,23.45,-0.39,-55.71,-38.29,17.43
163,Cloud Computing,CRM,20210101,20211231,1562.86,631.65,15.63,6.32,-9.31,-33.66,-26.18,7.48
164,Social Media,TWTR,20130101,20131231,4719.72,872.23,47.2,8.72,-38.47,-46.27,-30.51,15.76
165,Social Media,TWTR,20140101,20141231,-3954.52,-5133.52,-39.55,-51.34,-11.79,-53.84,-56.25,-2.41
166,Social Media,TWTR,20150101,20151231,-4335.68,-5061.06,-43.36,-50.61,-7.25,-58.25,-50.62,7.64
167,Social Media,TWTR,20160101,20161231,-1894.75,-1848.11,-18.95,-18.48,0.47,-42.64,-38.42,4.22
168,Social Media,TWTR,20170101,20171231,3848.21,4687.02,38.48,46.87,8.39,-43.79,-44.51,-0.72
169,Social Media,TWTR,20180101,20181231,1602.86,-3488.31,16.03,-34.88,-50.91,-52.1,-51.63,0.47
170,Social Media,TWTR,20190101,20191231,13.85,-2250.7,0.14,-22.51,-22.65,-36.4,-28.56,7.84
171,Social Media,TWTR,20200101,20201231,6166.58,3280.38,61.67,32.8,-28.86,-60.05,-32.57,27.47
172,Social Media,TWTR,20210101,20211231,-587.99,6063.49,-5.88,60.63,66.51,-46.26,-52.29,-6.03
173,Social Media,SNAP,20170101,20171231,-3586.6,-2850.23,-35.87,-28.5,7.36,-50.81,-49.11,1.7
174,Social Media,SNAP,20180101,20181231,-5928.33,-720.13,-59.28,-7.2,52.08,-76.08,-39.48,36.6
175,Social Media,SNAP,20190101,20191231,15437.96,-1410.18,154.38,-14.1,-168.48,-68.24,-34.13,34.11
176,Social Media,SNAP,20200101,20201231,18612.38,7140.48,186.12,71.4,-114.72,-85.04,-45.28,39.76
177,Social Media,SNAP,20210101,20211231,-784.5,2654.48,-7.84,26.54,34.39,-46.78,-40.83,5.95
178,Social Media,PINS,20190101,20191231,-3949.52,-4531.38,-39.5,-45.31,-5.82,-52.29,-53.68,-1.39
179,Social Media,PINS,20200101,20201231,23458.38,4407.43,234.58,44.07,-190.51,-85.48,-47.51,37.96
180,Social Media,PINS,20210101,20211231,-4715.8,-3149.91,-47.16,-31.5,15.66,-60.02,-40.45,19.56
181,Social Media,FB,20120101,20121231,-2035.08,-2511.79,-20.35,-25.12,-4.77,-45.05,-44.87,0.18
182,Social Media,FB,20130101,20131231,8210.22,3852.78,82.1,38.53,-43.57,-60.58,-36.02,24.56
183,Social Media,FB,20140101,20141231,3544.61,-2734.63,35.45,-27.35,-62.79,-34.12,-30.69,3.43
184,Social Media,FB,20150101,20151231,3525.63,-1228.16,35.26,-12.28,-47.54,-31.95,-18.52,13.43
185,Social Media,FB,20160101,20161231,1900.88,680.48,19.01,6.8,-12.2,-30.46,-15.12,15.35
186,Social Media,FB,20170101,20171231,4249.41,358.66,42.49,3.59,-38.91,-32.24,-14.3,17.94
187,Social Media,FB,20180101,20181231,-2825.91,-2679.89,-28.26,-26.8,1.46,-42.93,-29.63,13.31
188,Social Media,FB,20190101,20191231,4207.17,156.94,42.07,1.57,-40.5,-31.95,-16.18,15.77
189,Social Media,FB,20200101,20201231,2445.81,-671.8,24.46,-6.72,-31.18,-53.44,-23.21,30.23
190,Social Media,FB,20210101,20211231,3131.38,1226.64,31.31,12.27,-19.05,-35.05,-24.01,11.04
191,Entertainment,DIS,20120101,20121231,2560.09,47.69,25.6,0.48,-25.12,-27.33,-7.77,19.56
192,Entertainment,DIS,20130101,20131231,5133.74,1199.33,51.34,11.99,-39.34,-31.9,-16.73,15.17
193,Entertainment,DIS,20140101,20141231,2742.92,688.29,27.43,6.88,-20.55,-26.42,-11.72,14.7
194,Entertainment,DIS,20150101,20151231,1417.04,-1111.14,14.17,-11.11,-25.28,-25.3,-15.79,9.51
195,Entertainment,DIS,20160101,20161231,582.72,860.97,5.83,8.61,2.78,-18.91,-16.15,2.75
196,Entertainment,DIS,20170101,20171231,163.04,517.88,1.63,5.18,3.55,-16.11,-10.5,5.61
197,Entertainment,DIS,20180101,20181231,59.19,-687.71,0.59,-6.88,-7.47,-17.98,-13.99,3.98
198,Entertainment,DIS,20190101,20191231,2984.83,406.45,29.85,4.06,-25.78,-29.61,-18.5,11.11
199,Entertainment,DIS,20200101,20201231,2358.02,-598.85,23.58,-5.99,-29.57,-53.06,-38.78,14.28
200,Entertainment,DIS,20210101,20211231,-1230.26,-1171.33,-12.3,-11.71,0.59,-28.65,-23.65,5.0
201,Entertainment,NFLX,20120101,20121231,-1047.29,-47.54,-10.47,-0.48,10.0,-58.09,-33.66,24.43
202,Entertainment,NFLX,20130101,20131231,27552.84,5740.03,275.53,57.4,-218.13,-75.1,-47.98,27.12
203,Entertainment,NFLX,20140101,20141231,37.66,-276.2,0.38,-2.76,-3.14,-35.79,-26.0,9.79
204,Entertainment,NFLX,20150101,20151231,14321.97,3974.31,143.22,39.74,-103.48,-64.92,-40.06,24.87
205,Entertainment,NFLX,20160101,20161231,1250.8,-440.03,12.51,-4.4,-16.91,-37.58,-18.62,18.96
206,Entertainment,NFLX,20170101,20171231,4649.25,1766.98,46.49,17.67,-28.82,-35.32,-24.19,11.13
207,Entertainment,NFLX,20180101,20181231,2253.37,-442.08,22.53,-4.42,-26.95,-50.74,-30.5,20.24
208,Entertainment,NFLX,20190101,20191231,128.07,-1720.89,1.28,-17.21,-18.49,-33.19,-34.53,-1.33
209,Entertainment,NFLX,20200101,20201231,5317.41,-452.23,53.17,-4.52,-57.7,-46.76,-17.26,29.5
210,Entertainment,NFLX,20210101,20211231,1936.41,-1615.68,19.36,-16.16,-35.52,-30.71,-27.89,2.82
211,Entertainment,FB,20120101,20121231,-2035.08,-2511.79,-20.35,-25.12,-4.77,-45.05,-44.87,0.18
212,Entertainment,FB,20130101,20131231,8210.22,3852.78,82.1,38.53,-43.57,-60.58,-36.02,24.56
213,Entertainment,FB,20140101,20141231,3544.61,-2734.63,35.45,-27.35,-62.79,-34.12,-30.69,3.43
214,Entertainment,FB,20150101,20151231,3525.63,-1228.16,35.26,-12.28,-47.54,-31.95,-18.52,13.43
215,Entertainment,FB,20160101,20161231,1900.88,680.48,19.01,6.8,-12.2,-30.46,-15.12,15.35
216,Entertainment,FB,20170101,20171231,4249.41,358.66,42.49,3.59,-38.91,-32.24,-14.3,17.94
217,Entertainment,FB,20180101,20181231,-2825.91,-2679.89,-28.26,-26.8,1.46,-42.93,-29.63,13.31
218,Entertainment,FB,20190101,20191231,4207.17,156.94,42.07,1.57,-40.5,-31.95,-16.18,15.77
219,Entertainment,FB,20200101,20201231,2445.81,-671.8,24.46,-6.72,-31.18,-53.44,-23.21,30.23
220,Entertainment,FB,20210101,20211231,3131.38,1226.64,31.31,12.27,-19.05,-35.05,-24.01,11.04
221,Retail,WMT,20120101,20121231,1616.82,-355.72,16.17,-3.56,-19.73,-26.68,-9.79,16.89
222,Retail,WMT,20130101,20131231,1725.95,796.23,17.26,7.96,-9.3,-17.57,-10.94,6.62
223,Retail,WMT,20140101,20141231,1376.15,176.15,13.76,1.76,-12.0,-18.8,-9.5,9.3
224,Retail,WMT,20150101,20151231,-3023.86,-3971.5,-30.24,-39.71,-9.48,-36.7,-40.74,-4.04
225,Retail,WMT,20160101,20161231,1148.84,-862.15,11.49,-8.62,-20.11,-20.36,-14.75,5.6
226,Retail,WMT,20170101,20171231,4825.19,642.22,48.25,6.42,-41.83,-35.97,-13.8,22.17
227,Retail,WMT,20180101,20181231,-706.61,-37.47,-7.07,-0.37,6.69,-23.97,-20.89,3.08
228,Retail,WMT,20190101,20191231,2719.17,266.63,27.19,2.67,-24.53,-25.83,-12.11,13.72
229,Retail,WMT,20200101,20201231,2609.84,-877.74,26.1,-8.78,-34.88,-32.38,-12.8,19.58
230,Retail,WMT,20210101,20211231,-40.13,115.45,-0.4,1.15,1.56,-17.53,-10.55,6.98
231,Retail,COST,20120101,20121231,3200.08,15.36,32.0,0.15,-31.85,-26.42,-8.05,18.37
232,Retail,COST,20130101,20131231,1910.8,1067.43,19.11,10.67,-8.43,-21.39,-11.94,9.45
233,Retail,COST,20140101,20141231,2462.52,-388.94,24.63,-3.89,-28.51,-24.83,-11.35,13.48
234,Retail,COST,20150101,20151231,1689.57,-836.37,16.9,-8.36,-25.26,-21.25,-12.78,8.47
235,Retail,COST,20160101,20161231,678.04,-96.44,6.78,-0.96,-7.74,-17.32,-10.04,7.28
236,Retail,COST,20170101,20171231,2161.65,1240.04,21.62,12.4,-9.22,-22.68,-13.68,9.0
237,Retail,COST,20180101,20181231,861.35,-39.6,8.61,-0.4,-9.01,-27.55,-15.81,11.75
