,Sector,Stock,Range_Start,Range_End,Buy&Hold_Profit,WithModel_Profit,Buy&Hold_CAGR(in %),WithModel_CAGR(in %),CAGR_Performance(in %),Buy&Hold_MDD(in %),WithModel_MDD(in %),MDD_Performance(in %)
0,BlockChain,COIN,20210101,20211231,-1762.85,2004.62,-17.63,20.05,37.67,-42.04,-39.75,2.29
1,BlockChain,NVDA,20120101,20121231,-1779.99,-1623.13,-17.8,-16.23,1.57,-29.79,-30.6,-0.81
2,BlockChain,NVDA,20130101,20131231,2978.12,2001.17,29.78,20.01,-9.77,-27.53,-20.74,6.79
3,BlockChain,NVDA,20140101,20141231,2880.98,2657.12,28.81,26.57,-2.24,-28.47,-28.09,0.37
4,BlockChain,NVDA,20150101,20151231,6994.78,5982.36,69.95,59.82,-10.12,-43.67,-40.58,3.09
5,BlockChain,NVDA,20160101,20161231,27880.18,23455.06,278.8,234.55,-44.25,-79.48,-73.36,6.11
6,BlockChain,NVDA,20170101,20171231,8452.01,2942.69,84.52,29.43,-55.09,-55.94,-37.94,18.0
7,BlockChain,NVDA,20180101,20181231,-3879.29,2261.41,-38.79,22.61,61.41,-56.23,-24.67,31.56
8,BlockChain,NVDA,20190101,20191231,6312.14,2067.32,63.12,20.67,-42.45,-44.23,-24.79,19.44
9,BlockChain,NVDA,20200101,20201231,11545.53,4040.05,115.46,40.4,-75.05,-66.0,-51.56,14.44
10,BlockChain,NVDA,20210101,20211231,12030.4,12851.62,120.3,128.52,8.21,-63.82,-63.32,0.5
11,BlockChain,FB,20120101,20121231,-2035.08,-959.0,-20.35,-9.59,10.76,-45.05,-41.83,3.21
12,BlockChain,FB,20130101,20131231,8210.22,5358.36,82.1,53.58,-28.52,-60.58,-43.89,16.69
13,BlockChain,FB,20140101,20141231,3544.61,-135.33,35.45,-1.35,-36.8,-34.12,-23.29,10.83
14,BlockChain,FB,20150101,20151231,3525.63,472.5,35.26,4.73,-30.53,-31.95,-20.78,11.16
15,BlockChain,FB,20160101,20161231,1900.88,1898.79,19.01,18.99,-0.02,-30.46,-20.74,9.72
16,BlockChain,FB,20170101,20171231,4249.41,2177.58,42.49,21.78,-20.72,-32.24,-24.64,7.6
17,BlockChain,FB,20180101,20181231,-2825.91,-1374.47,-28.26,-13.74,14.51,-42.93,-19.88,23.05
