,Sector,Stock,CAGR_Performance(in %),MDD_Performance(in %)
0,Airline,BA,37.31802532671998,13.216731099344532
1,Airline,GD,19.389080260118924,4.319003412384676
2,Airline,LMT,23.62460349881433,6.68821030940693
3,BlockChain,FB,32.75923221380646,7.691446393172589
4,BlockChain,NVDA,26.178351379572796,12.677658075753357
5,Cloud Computing,AMZN,31.631853520507725,7.635975629186084
6,Cloud Computing,CRM,23.759754387859918,6.63103489732363
7,Cloud Computing,GOOG,26.817066767265953,8.147384856504571
8,Cloud Computing,IBM,11.164352496525119,8.791819791038442
9,Energy & Resources,DD,22.81754546291912,7.640363055447536
10,Entertainment,DIS,10.53258097071947,4.08827475546721
11,Entertainment,FB,32.75923221380646,7.691446393172589
12,Entertainment,NFLX,48.57286411744142,4.277019433916011
13,Franchise,DPZ,26.435666833889037,8.173526079448733
14,Franchise,MCD,17.67065026965281,7.095629775063092
15,Franchise,SBUX,28.197484774693073,9.175736897876249
16,Franchise,YUM,17.77930297524946,5.299635207571681
17,Luxury goods,EL,24.64633876026446,9.39634630106425
18,Luxury goods,PVH,31.75098738622155,13.945693310293393
19,Luxury goods,RACE,23.392130264970167,6.4054482018565
20,Real Estate,AVB,15.370440709981207,6.817784865789656
21,Real Estate,EQR,18.712484246263685,5.74703608910922
22,Real Estate,HST,21.34072610002271,13.503096822933761
23,Real Estate,PLD,17.33572488080199,7.907397079407899
24,Real Estate,SPG,16.259020939305106,4.715921361273351
25,Retail,BBY,44.93788692130929,11.281772699274491
26,Retail,COST,16.65361064811615,6.301231927926777
27,Retail,HD,22.583299455254856,7.5003764984864345
28,Retail,TGT,27.99425740431504,7.1727002287443025
29,Retail,WMT,13.200840160852678,8.003126472406477
30,Semiconductors,AMD,115.58402711365237,23.094212736197825
31,Semiconductors,INTC,9.025965190440722,9.249061985901468
32,Semiconductors,MU,53.87976424631139,14.69954291482432
33,Semiconductors,NVDA,26.178351379572796,12.677658075753357
34,Semiconductors,QCOM,24.41036187086678,11.600678141097326
35,Social Media,FB,32.75923221380646,7.691446393172589
36,Social Media,SNAP,9.94192134348286,21.48897508025918
37,Social Media,TWTR,43.3479579296034,17.453408836098465
38,Telecommunication,CHTR,22.48748900844116,10.26998678535803
39,Telecommunication,CMCSA,17.572304778773194,9.451842350014298
40,Telecommunication,T,14.15899528988719,7.599583321910924
41,Telecommunication,TMUS,42.02401167359986,6.793206690721043
42,Telecommunication,VZ,12.384908635301349,4.412349012660242
43,Traveling,BKNG,29.54445262570253,6.129137669479172
44,Traveling,MAR,19.51483916457032,8.696990722028373
