,Sector,Stock,Range_Start,Range_End,Buy&Hold_Profit,WithModel_Profit,Buy&Hold_CAGR(in %),WithModel_CAGR(in %),CAGR_Performance(in %),Buy&Hold_MDD(in %),WithModel_MDD(in %),MDD_Performance(in %)
65,Traveling,MAR,20210101,20211231,2888.82,7157.09,28.89,71.57,42.68,-30.75,-43.28,-12.53
66,Traveling,BKNG,20120101,20121231,2505.58,7062.9,25.06,70.63,45.57,-38.38,-44.44,-6.06
67,Traveling,BKNG,20130101,20131231,7495.23,6559.3,74.95,65.59,-9.36,-45.37,-40.12,5.25
68,Traveling,BKNG,20140101,20141231,-91.29,3619.91,-0.91,36.2,37.11,-24.85,-30.12,-5.27
69,Traveling,BKNG,20150101,20151231,1813.84,6579.14,18.14,65.79,47.65,-32.41,-42.18,-9.78
70,Traveling,BKNG,20160101,20161231,2775.38,7507.9,27.75,75.08,47.33,-39.51,-43.55,-4.04
71,Traveling,BKNG,20170101,20171231,1378.28,5566.3,13.78,55.66,41.88,-25.07,-36.21,-11.14
72,Traveling,BKNG,20180101,20181231,-668.26,5285.33,-6.68,52.85,59.54,-26.65,-38.29,-11.64
73,Traveling,BKNG,20190101,20191231,2420.03,3292.4,24.2,32.92,8.72,-20.86,-26.15,-5.29
74,Traveling,BKNG,20200101,20201231,500.14,10418.6,5.0,104.19,99.18,-46.96,-51.36,-4.41
75,Traveling,BKNG,20210101,20211231,550.38,4494.31,5.5,44.94,39.44,-26.69,-32.11,-5.42
76,Semiconductors,INTC,20120101,20121231,-1836.19,440.01,-18.36,4.4,22.76,-32.01,-9.14,22.87
77,Semiconductors,INTC,20130101,20131231,2640.74,6361.83,26.41,63.62,37.21,-23.27,-38.77,-15.5
78,Semiconductors,INTC,20140101,20141231,4835.78,7694.62,48.36,76.95,28.59,-38.67,-44.69,-6.02
79,Semiconductors,INTC,20150101,20151231,-250.27,1968.02,-2.5,19.68,22.18,-30.26,-27.58,2.67
80,Semiconductors,INTC,20160101,20161231,1938.31,2719.85,19.38,27.2,7.82,-28.42,-24.21,4.2
81,Semiconductors,INTC,20170101,20171231,2991.98,5308.63,29.92,53.09,23.17,-30.98,-36.81,-5.83
82,Semiconductors,INTC,20180101,20181231,791.35,4085.04,7.91,40.85,32.94,-25.86,-33.42,-7.55
83,Semiconductors,INTC,20190101,20191231,2735.94,6493.54,27.36,64.94,37.58,-28.63,-38.79,-10.16
84,Semiconductors,INTC,20200101,20201231,-1540.81,5268.16,-15.41,52.68,68.09,-33.95,-35.02,-1.07
85,Semiconductors,INTC,20210101,20211231,371.49,4381.88,3.71,43.82,40.1,-28.58,-34.93,-6.36
86,Semiconductors,NVDA,20120101,20121231,-1779.99,2355.88,-17.8,23.56,41.36,-29.79,-24.08,5.71
87,Semiconductors,NVDA,20130101,20131231,2978.12,6226.34,29.78,62.26,32.48,-27.53,-39.18,-11.65
88,Semiconductors,NVDA,20140101,20141231,2880.98,6425.43,28.81,64.25,35.44,-28.47,-42.62,-14.15
89,Semiconductors,NVDA,20150101,20151231,6994.78,8599.72,69.95,86.0,16.05,-43.67,-49.9,-6.23
90,Semiconductors,NVDA,20160101,20161231,27880.18,26699.21,278.8,266.99,-11.81,-79.48,-72.89,6.59
91,Semiconductors,NVDA,20170101,20171231,8452.01,12928.62,84.52,129.29,44.77,-55.94,-59.25,-3.31
92,Semiconductors,NVDA,20180101,20181231,-3879.29,5560.69,-38.79,55.61,94.4,-56.23,-44.34,11.9
93,Semiconductors,NVDA,20190101,20191231,6312.14,6619.52,63.12,66.2,3.07,-44.23,-40.37,3.86
94,Semiconductors,NVDA,20200101,20201231,11545.53,7314.83,115.46,73.15,-42.31,-66.0,-54.0,12.01
95,Semiconductors,NVDA,20210101,20211231,12030.4,23460.2,120.3,234.6,114.3,-63.82,-71.56,-7.74
96,Semiconductors,QCOM,20120101,20121231,862.69,4154.15,8.63,41.54,32.91,-21.46,-33.04,-11.58
97,Semiconductors,QCOM,20130101,20131231,1678.69,1670.29,16.79,16.7,-0.08,-20.77,-20.1,0.67
98,Semiconductors,QCOM,20140101,20141231,370.76,2908.15,3.71,29.08,25.37,-15.38,-24.3,-8.92
99,Semiconductors,QCOM,20150101,20151231,-3074.85,1203.63,-30.75,12.04,42.78,-34.48,-17.76,16.72
100,Semiconductors,QCOM,20160101,20161231,4786.99,7139.39,47.87,71.39,23.52,-41.57,-41.99,-0.42
101,Semiconductors,QCOM,20170101,20171231,137.41,5334.34,1.37,53.34,51.97,-27.28,-38.12,-10.84
102,Semiconductors,QCOM,20180101,20181231,-957.53,6870.28,-9.58,68.7,78.28,-35.56,-43.75,-8.18
103,Semiconductors,QCOM,20190101,20191231,6202.85,13857.74,62.03,138.58,76.55,-47.97,-58.55,-10.58
104,Semiconductors,QCOM,20200101,20201231,7129.85,5152.31,71.3,51.52,-19.78,-62.13,-41.72,20.4
105,Semiconductors,QCOM,20210101,20211231,1939.84,4000.87,19.4,40.01,20.61,-35.07,-37.19,-2.12
106,Semiconductors,MU,20120101,20121231,-1746.17,10953.96,-17.46,109.54,127.0,-42.67,-55.43,-12.76
107,Semiconductors,MU,20130101,20131231,19503.19,18568.93,195.03,185.69,-9.34,-68.71,-64.72,3.99
108,Semiconductors,MU,20140101,20141231,5032.95,10648.03,50.33,106.48,56.15,-41.03,-53.94,-12.92
109,Semiconductors,MU,20150101,20151231,-5821.74,1609.02,-58.22,16.09,74.31,-59.36,-38.8,20.56
110,Semiconductors,MU,20160101,20161231,6704.51,7605.74,67.05,76.06,9.01,-58.93,-52.56,6.37
111,Semiconductors,MU,20170101,20171231,8679.94,13233.37,86.8,132.33,45.53,-56.87,-59.48,-2.61
112,Semiconductors,MU,20180101,20181231,-2928.81,7550.48,-29.29,75.5,104.79,-53.94,-53.86,0.08
113,Semiconductors,MU,20190101,20191231,5106.41,8910.37,51.06,89.1,38.04,-41.71,-49.05,-7.33
114,Semiconductors,MU,20200101,20201231,2405.58,10806.16,24.06,108.06,84.01,-53.82,-53.52,0.3
115,Semiconductors,MU,20210101,20211231,2279.66,7057.27,22.8,70.57,47.78,-30.59,-41.62,-11.02
116,Semiconductors,AMD,20120101,20121231,-5960.56,4831.79,-59.61,48.32,107.92,-77.5,-39.99,37.51
117,Semiconductors,AMD,20130101,20131231,4325.17,10957.88,43.25,109.58,66.33,-48.66,-55.84,-7.17
118,Semiconductors,AMD,20140101,20141231,-3716.24,5079.7,-37.16,50.8,87.96,-47.64,-38.84,8.8
119,Semiconductors,AMD,20150101,20151231,1287.0,21481.47,12.87,214.81,201.94,-49.53,-69.29,-19.76
120,Semiconductors,AMD,20160101,20161231,44136.58,29974.88,441.37,299.75,-141.62,-85.26,-76.39,8.87
121,Semiconductors,AMD,20170101,20171231,-852.7,11694.37,-8.53,116.94,125.47,-38.25,-56.96,-18.71
122,Semiconductors,AMD,20180101,20181231,5111.81,18311.9,51.12,183.12,132.0,-72.63,-74.79,-2.16
123,Semiconductors,AMD,20190101,20191231,11553.05,10744.61,115.53,107.45,-8.08,-58.57,-58.52,0.04
124,Semiconductors,AMD,20200101,20201231,8799.65,20347.84,88.0,203.48,115.48,-59.94,-68.73,-8.8
125,Semiconductors,AMD,20210101,20211231,5521.33,11902.96,55.21,119.03,63.82,-55.19,-61.55,-6.36
126,Cloud Computing,IBM,20120101,20121231,476.11,2591.98,4.76,25.92,21.16,-16.06,-23.21,-7.15
127,Cloud Computing,IBM,20130101,20131231,-178.7,2159.42,-1.79,21.59,23.38,-18.74,-18.5,0.24
128,Cloud Computing,IBM,20140101,20141231,-1295.58,1035.72,-12.96,10.36,23.31,-22.07,-15.4,6.67
129,Cloud Computing,IBM,20150101,20151231,-938.09,128.58,-9.38,1.29,10.67,-22.89,-13.85,9.04
130,Cloud Computing,IBM,20160101,20161231,3096.01,5096.75,30.96,50.97,20.01,-32.47,-33.98,-1.51
131,Cloud Computing,IBM,20170101,20171231,-466.2,1538.98,-4.66,15.39,20.05,-21.72,-14.86,6.86
132,Cloud Computing,IBM,20180101,20181231,-2748.87,485.97,-27.49,4.86,32.35,-33.6,-13.74,19.86
133,Cloud Computing,IBM,20190101,20191231,1466.73,2496.24,14.67,24.96,10.3,-22.37,-25.65,-3.28
134,Cloud Computing,IBM,20200101,20201231,-372.33,4001.18,-3.72,40.01,43.74,-39.05,-31.82,7.23
135,Cloud Computing,IBM,20210101,20211231,995.16,3790.62,9.95,37.91,27.95,-23.49,-24.68,-1.19
136,Cloud Computing,AMZN,20120101,20121231,3435.82,6764.57,34.36,67.65,33.29,-33.59,-41.32,-7.72
137,Cloud Computing,AMZN,20130101,20131231,4672.21,6566.31,46.72,65.66,18.94,-38.48,-40.77,-2.29
138,Cloud Computing,AMZN,20140101,20141231,-2216.68,2735.13,-22.17,27.35,49.52,-30.29,-26.76,3.54
139,Cloud Computing,AMZN,20150101,20151231,12686.83,8359.15,126.87,83.59,-43.28,-58.62,-47.03,11.6
140,Cloud Computing,AMZN,20160101,20161231,2458.94,5639.38,24.59,56.39,31.8,-43.48,-38.26,5.22
141,Cloud Computing,AMZN,20170101,20171231,4624.22,4282.01,46.24,42.82,-3.42,-34.13,-30.56,3.57
142,Cloud Computing,AMZN,20180101,20181231,1772.9,8360.61,17.73,83.61,65.88,-38.91,-50.1,-11.19
143,Cloud Computing,AMZN,20190101,20191231,1129.16,2666.85,11.29,26.67,15.38,-21.7,-27.83,-6.12
144,Cloud Computing,AMZN,20200101,20201231,6820.78,8722.16,68.21,87.22,19.01,-53.72,-53.56,0.16
145,Cloud Computing,AMZN,20210101,20211231,688.61,4335.02,6.89,43.35,36.46,-19.74,-37.13,-17.39
146,Cloud Computing,GOOG,20140101,20141231,-661.04,1063.24,-6.61,10.63,17.24,-16.67,-18.25,-1.57
147,Cloud Computing,GOOG,20150101,20151231,5025.26,2744.93,50.25,27.45,-22.8,-36.31,-26.55,9.75
148,Cloud Computing,GOOG,20160101,20161231,855.16,3259.12,8.55,32.59,24.04,-18.22,-26.53,-8.3
149,Cloud Computing,GOOG,20170101,20171231,2861.47,4212.28,28.61,42.12,13.51,-26.17,-30.2,-4.03
150,Cloud Computing,GOOG,20180101,20181231,-530.95,3222.14,-5.31,32.22,37.53,-23.38,-34.51,-11.13
151,Cloud Computing,GOOG,20190101,20191231,2231.27,2291.38,22.31,22.91,0.6,-23.5,-23.82,-0.32
152,Cloud Computing,GOOG,20200101,20201231,2198.98,4714.51,21.99,47.15,25.16,-42.09,-34.55,7.55
153,Cloud Computing,GOOG,20210101,20211231,5619.58,5742.5,56.2,57.43,1.23,-42.44,-38.45,3.99
154,Cloud Computing,CRM,20120101,20121231,5915.12,10870.35,59.15,108.7,49.55,-39.99,-52.95,-12.95
155,Cloud Computing,CRM,20130101,20131231,2958.82,7381.34,29.59,73.81,44.23,-36.43,-43.21,-6.79
156,Cloud Computing,CRM,20140101,20141231,411.51,2388.47,4.12,23.88,19.77,-25.45,-30.07,-4.62
157,Cloud Computing,CRM,20150101,20151231,3326.47,3825.6,33.26,38.26,4.99,-32.82,-30.22,2.6
158,Cloud Computing,CRM,20160101,20161231,-596.28,1269.17,-5.96,12.69,18.65,-36.04,-22.56,13.48
159,Cloud Computing,CRM,20170101,20171231,3812.69,4056.82,38.13,40.57,2.44,-31.84,-29.61,2.24
160,Cloud Computing,CRM,20180101,20181231,2452.04,7918.38,24.52,79.18,54.66,-34.41,-45.96,-11.55
161,Cloud Computing,CRM,20190101,20191231,1025.21,3076.59,10.25,30.77,20.51,-15.46,-26.77,-11.31
162,Cloud Computing,CRM,20200101,20201231,2383.73,8029.8,23.84,80.3,56.46,-55.71,-51.39,4.33
163,Cloud Computing,CRM,20210101,20211231,1562.86,4609.01,15.63,46.09,30.46,-33.66,-33.96,-0.3
164,Social Media,TWTR,20130101,20131231,4719.72,5395.25,47.2,53.95,6.76,-46.27,-39.22,7.05
165,Social Media,TWTR,20140101,20141231,-3954.52,11317.6,-39.55,113.18,152.72,-53.84,-58.5,-4.66
166,Social Media,TWTR,20150101,20151231,-4335.68,2260.55,-43.36,22.61,65.96,-58.25,-36.67,21.58
167,Social Media,TWTR,20160101,20161231,-1894.75,12930.41,-18.95,129.3,148.25,-42.64,-63.19,-20.55
168,Social Media,TWTR,20170101,20171231,3848.21,11947.59,38.48,119.48,80.99,-43.79,-56.84,-13.05
169,Social Media,TWTR,20180101,20181231,1602.86,13934.35,16.03,139.34,123.31,-52.1,-63.7,-11.6
170,Social Media,TWTR,20190101,20191231,13.85,4377.68,0.14,43.78,43.64,-36.4,-41.13,-4.73
171,Social Media,TWTR,20200101,20201231,6166.58,15312.08,61.67,153.12,91.45,-60.05,-61.27,-1.23
172,Social Media,TWTR,20210101,20211231,-587.99,11640.43,-5.88,116.4,122.28,-46.26,-57.84,-11.58
173,Social Media,SNAP,20170101,20171231,-3586.6,2801.06,-35.87,28.01,63.88,-50.81,-42.06,8.75
174,Social Media,SNAP,20180101,20181231,-5928.33,5088.11,-59.28,50.88,110.16,-76.08,-45.71,30.38
175,Social Media,SNAP,20190101,20191231,15437.96,20275.85,154.38,202.76,48.38,-68.24,-67.96,0.28
176,Social Media,SNAP,20200101,20201231,18612.38,27180.89,186.12,271.81,85.69,-85.04,-74.56,10.48
177,Social Media,SNAP,20210101,20211231,-784.5,14984.97,-7.84,149.85,157.69,-46.78,-62.73,-15.95
178,Social Media,PINS,20190101,20191231,-3949.52,225.08,-39.5,2.25,41.75,-52.29,-35.48,16.81
179,Social Media,PINS,20200101,20201231,23458.38,24186.29,234.58,241.86,7.28,-85.48,-76.16,9.32
180,Social Media,PINS,20210101,20211231,-4715.8,5588.12,-47.16,55.88,103.04,-60.02,-49.9,10.12
181,Social Media,FB,20120101,20121231,-2035.08,6107.22,-20.35,61.07,81.42,-45.05,-43.98,1.07
182,Social Media,FB,20130101,20131231,8210.22,13660.32,82.1,136.6,54.5,-60.58,-58.88,1.7
183,Social Media,FB,20140101,20141231,3544.61,6713.96,35.45,67.14,31.69,-34.12,-44.25,-10.13
184,Social Media,FB,20150101,20151231,3525.63,1653.94,35.26,16.54,-18.72,-31.95,-24.5,7.45
185,Social Media,FB,20160101,20161231,1900.88,4642.66,19.01,46.43,27.42,-30.46,-33.34,-2.88
186,Social Media,FB,20170101,20171231,4249.41,3903.87,42.49,39.04,-3.46,-32.24,-30.21,2.02
187,Social Media,FB,20180101,20181231,-2825.91,1804.57,-28.26,18.05,46.3,-42.93,-30.12,12.82
188,Social Media,FB,20190101,20191231,4207.17,7234.87,42.07,72.35,30.28,-31.95,-44.24,-12.29
189,Social Media,FB,20200101,20201231,2445.81,5778.07,24.46,57.78,33.32,-53.44,-45.75,7.7
190,Social Media,FB,20210101,20211231,3131.38,5876.82,31.31,58.77,27.45,-35.05,-35.91,-0.86
191,Entertainment,DIS,20120101,20121231,2560.09,2882.12,25.6,28.82,3.22,-27.33,-23.65,3.68
192,Entertainment,DIS,20130101,20131231,5133.74,5765.51,51.34,57.66,6.32,-31.9,-33.85,-1.96
193,Entertainment,DIS,20140101,20141231,2742.92,4703.86,27.43,47.04,19.61,-26.42,-30.22,-3.8
194,Entertainment,DIS,20150101,20151231,1417.04,2804.75,14.17,28.05,13.88,-25.3,-24.89,0.41
195,Entertainment,DIS,20160101,20161231,582.72,3272.11,5.83,32.72,26.89,-18.91,-27.41,-8.5
196,Entertainment,DIS,20170101,20171231,163.04,1812.04,1.63,18.12,16.49,-16.11,-17.82,-1.71
197,Entertainment,DIS,20180101,20181231,59.19,3258.64,0.59,32.59,31.99,-17.98,-24.94,-6.97
198,Entertainment,DIS,20190101,20191231,2984.83,4415.37,29.85,44.15,14.31,-29.61,-33.95,-4.34
199,Entertainment,DIS,20200101,20201231,2358.02,2665.36,23.58,26.65,3.07,-53.06,-40.63,12.44
200,Entertainment,DIS,20210101,20211231,-1230.26,3293.67,-12.3,32.94,45.24,-28.65,-23.35,5.3
201,Entertainment,NFLX,20120101,20121231,-1047.29,11747.32,-10.47,117.47,127.95,-58.09,-60.48,-2.39
202,Entertainment,NFLX,20130101,20131231,27552.84,16514.75,275.53,165.15,-110.38,-75.1,-66.67,8.43
203,Entertainment,NFLX,20140101,20141231,37.66,10040.47,0.38,100.4,100.03,-35.79,-54.34,-18.54
204,Entertainment,NFLX,20150101,20151231,14321.97,21327.22,143.22,213.27,70.05,-64.92,-72.16,-7.24
205,Entertainment,NFLX,20160101,20161231,1250.8,9886.79,12.51,98.87,86.36,-37.58,-52.57,-15.0
206,Entertainment,NFLX,20170101,20171231,4649.25,8991.13,46.49,89.91,43.42,-35.32,-47.74,-12.42
207,Entertainment,NFLX,20180101,20181231,2253.37,25389.46,22.53,253.89,231.36,-50.74,-72.14,-21.4
208,Entertainment,NFLX,20190101,20191231,128.07,2748.46,1.28,27.48,26.2,-33.19,-26.17,7.03
209,Entertainment,NFLX,20200101,20201231,5317.41,5084.22,53.17,50.84,-2.33,-46.76,-43.0,3.76
210,Entertainment,NFLX,20210101,20211231,1936.41,7324.34,19.36,73.24,53.88,-30.71,-43.17,-12.47
211,Entertainment,FB,20120101,20121231,-2035.08,6107.22,-20.35,61.07,81.42,-45.05,-43.98,1.07
212,Entertainment,FB,20130101,20131231,8210.22,13660.32,82.1,136.6,54.5,-60.58,-58.88,1.7
213,Entertainment,FB,20140101,20141231,3544.61,6713.96,35.45,67.14,31.69,-34.12,-44.25,-10.13
214,Entertainment,FB,20150101,20151231,3525.63,1653.94,35.26,16.54,-18.72,-31.95,-24.5,7.45
215,Entertainment,FB,20160101,20161231,1900.88,4642.66,19.01,46.43,27.42,-30.46,-33.34,-2.88
216,Entertainment,FB,20170101,20171231,4249.41,3903.87,42.49,39.04,-3.46,-32.24,-30.21,2.02
217,Entertainment,FB,20180101,20181231,-2825.91,1804.57,-28.26,18.05,46.3,-42.93,-30.12,12.82
218,Entertainment,FB,20190101,20191231,4207.17,7234.87,42.07,72.35,30.28,-31.95,-44.24,-12.29
219,Entertainment,FB,20200101,20201231,2445.81,5778.07,24.46,57.78,33.32,-53.44,-45.75,7.7
220,Entertainment,FB,20210101,20211231,3131.38,5876.82,31.31,58.77,27.45,-35.05,-35.91,-0.86
221,Retail,WMT,20120101,20121231,1616.82,3752.87,16.17,37.53,21.36,-26.68,-29.2,-2.52
222,Retail,WMT,20130101,20131231,1725.95,2413.44,17.26,24.13,6.87,-17.57,-19.86,-2.3
223,Retail,WMT,20140101,20141231,1376.15,3591.82,13.76,35.92,22.16,-18.8,-26.37,-7.57
224,Retail,WMT,20150101,20151231,-3023.86,-54.18,-30.24,-0.54,29.7,-36.7,-13.42,23.28
225,Retail,WMT,20160101,20161231,1148.84,2041.44,11.49,20.41,8.93,-20.36,-18.26,2.1
226,Retail,WMT,20170101,20171231,4825.19,4996.12,48.25,49.96,1.71,-35.97,-34.94,1.03
227,Retail,WMT,20180101,20181231,-706.61,2722.3,-7.07,27.22,34.29,-23.97,-25.12,-1.15
228,Retail,WMT,20190101,20191231,2719.17,3123.54,27.19,31.24,4.04,-25.83,-27.73,-1.9
229,Retail,WMT,20200101,20201231,2609.84,4807.53,26.1,48.08,21.98,-32.38,-36.71,-4.33
230,Retail,WMT,20210101,20211231,-40.13,3537.52,-0.4,35.38,35.78,-17.53,-26.2,-8.67
231,Retail,COST,20120101,20121231,3200.08,3812.11,32.0,38.12,6.12,-26.42,-27.94,-1.51
232,Retail,COST,20130101,20131231,1910.8,2483.82,19.11,24.84,5.73,-21.39,-23.3,-1.91
233,Retail,COST,20140101,20141231,2462.52,1918.98,24.63,19.19,-5.44,-24.83,-19.06,5.77
234,Retail,COST,20150101,20151231,1689.57,1617.39,16.9,16.17,-0.72,-21.25,-18.9,2.35
235,Retail,COST,20160101,20161231,678.04,2455.89,6.78,24.56,17.78,-17.32,-23.47,-6.15
236,Retail,COST,20170101,20171231,2161.65,4985.67,21.62,49.86,28.24,-22.68,-34.7,-12.02
237,Retail,COST,20180101,20181231,861.35,4925.42,8.61,49.25,40.64,-27.55,-30.9,-3.35
238,Retail,COST,20190101,20191231,4201.54,5142.67,42.02,51.43,9.41,-32.49,-35.54,-3.05
239,Retail,COST,20200101,20201231,2910.3,4439.6,29.1,44.4,15.29,-29.56,-32.25,-2.69
240,Retail,COST,20210101,20211231,5322.98,4338.36,53.23,43.38,-9.85,-45.22,-33.67,11.55
