,Sector,Stock,Range_Start,Range_End,Buy&Hold_Profit,WithModel_Profit,Buy&Hold_CAGR(in %),WithModel_CAGR(in %),CAGR_Performance(in %),Buy&Hold_MDD(in %),WithModel_MDD(in %),MDD_Performance(in %)
44,Airline,LMT,20150101,20151231,1550.63,2156.77,15.51,21.57,6.06,-19.08,-19.71,-0.63
45,Airline,LMT,20160101,20161231,1887.79,4566.54,18.88,45.67,26.79,-27.17,-33.24,-6.07
46,Airline,LMT,20170101,20171231,2885.81,726.94,28.86,7.27,-21.59,-24.69,-13.46,11.23
47,Airline,LMT,20180101,20181231,-1881.8,2447.06,-18.82,24.47,43.29,-30.22,-24.72,5.5
48,Airline,LMT,20190101,20191231,4811.09,2916.82,48.11,29.17,-18.94,-33.41,-25.4,8.01
49,Airline,LMT,20200101,20201231,-1169.35,4136.23,-11.69,41.36,53.06,-35.02,-36.36,-1.34
50,Airline,LMT,20210101,20211231,785.63,4291.18,7.86,42.91,35.06,-18.93,-30.41,-11.48
51,Traveling,UBER,20190101,20191231,-2928.34,-1118.45,-29.28,-11.18,18.1,-44.53,-20.72,23.8
52,Traveling,UBER,20200101,20201231,5620.61,31804.62,56.21,318.05,261.84,-70.76,-76.46,-5.7
53,Traveling,UBER,20210101,20211231,-2339.59,5261.17,-23.4,52.61,76.01,-44.27,-35.62,8.65
54,Traveling,ABNB,20200101,20201231,-239.25,564.66,-2.39,5.65,8.04,-11.76,-11.43,0.33
55,Traveling,ABNB,20210101,20211231,1381.94,9468.41,13.82,94.68,80.86,-39.9,-49.22,-9.32
56,Traveling,MAR,20120101,20121231,1034.52,5665.66,10.35,56.66,46.31,-20.01,-36.98,-16.97
57,Traveling,MAR,20130101,20131231,2682.5,3994.3,26.82,39.94,13.12,-23.56,-30.27,-6.71
58,Traveling,MAR,20140101,20141231,6191.62,5947.13,61.92,59.47,-2.44,-40.41,-38.0,2.4
59,Traveling,MAR,20150101,20151231,-1278.42,1883.68,-12.78,18.84,31.62,-22.76,-23.54,-0.77
60,Traveling,MAR,20160101,20161231,3400.99,6093.5,34.01,60.93,26.93,-33.89,-40.89,-7.0
61,Traveling,MAR,20170101,20171231,6748.89,5782.55,67.49,57.83,-9.66,-39.82,-37.83,2.0
62,Traveling,MAR,20180101,20181231,-2041.23,102.93,-20.41,1.03,21.44,-30.56,-20.45,10.12
63,Traveling,MAR,20190101,20191231,4154.94,6477.55,41.55,64.78,23.23,-30.94,-40.09,-9.15
64,Traveling,MAR,20200101,20201231,-1047.39,11415.2,-10.47,114.15,124.63,-58.97,-57.84,1.13
65,Traveling,MAR,20210101,20211231,2877.89,7415.49,28.78,74.15,45.38,-30.75,-44.12,-13.37
66,Traveling,BKNG,20120101,20121231,2478.17,11388.47,24.78,113.88,89.1,-38.38,-55.14,-16.76
67,Traveling,BKNG,20130101,20131231,7489.53,6950.98,74.9,69.51,-5.39,-45.37,-43.28,2.09
68,Traveling,BKNG,20140101,20141231,-48.47,5615.42,-0.48,56.15,56.64,-24.85,-36.97,-12.12
69,Traveling,BKNG,20150101,20151231,2073.26,6967.53,20.73,69.68,48.94,-32.41,-42.57,-10.17
70,Traveling,BKNG,20160101,20161231,2728.71,5172.93,27.29,51.73,24.44,-39.51,-42.71,-3.21
71,Traveling,BKNG,20170101,20171231,1394.78,4954.49,13.95,49.54,35.6,-25.07,-34.02,-8.95
72,Traveling,BKNG,20180101,20181231,-629.84,4902.66,-6.3,49.03,55.32,-26.65,-33.5,-6.85
73,Traveling,BKNG,20190101,20191231,2434.14,4541.81,24.34,45.42,21.08,-20.86,-32.91,-12.05
74,Traveling,BKNG,20200101,20201231,434.62,8439.25,4.35,84.39,80.05,-46.96,-49.94,-2.99
75,Traveling,BKNG,20210101,20211231,610.69,6344.5,6.11,63.44,57.34,-26.69,-40.23,-13.54
76,Semiconductors,INTC,20120101,20121231,-1748.8,992.47,-17.49,9.92,27.41,-32.01,-12.8,19.21
77,Semiconductors,INTC,20130101,20131231,2413.42,4325.2,24.13,43.25,19.12,-23.27,-30.06,-6.79
78,Semiconductors,INTC,20140101,20141231,4805.78,7072.32,48.06,70.72,22.67,-38.67,-42.41,-3.75
79,Semiconductors,INTC,20150101,20151231,-282.2,3216.45,-2.82,32.16,34.99,-30.26,-31.54,-1.29
80,Semiconductors,INTC,20160101,20161231,1591.25,2115.83,15.91,21.16,5.25,-28.42,-22.78,5.64
81,Semiconductors,INTC,20170101,20171231,3003.56,5057.49,30.04,50.57,20.54,-30.98,-37.74,-6.76
82,Semiconductors,INTC,20180101,20181231,1131.66,3275.78,11.32,32.76,21.44,-25.86,-28.47,-2.61
83,Semiconductors,INTC,20190101,20191231,2791.88,5699.88,27.92,57.0,29.08,-28.63,-37.35,-8.72
84,Semiconductors,INTC,20200101,20201231,-1610.37,5044.13,-16.1,50.44,66.54,-33.95,-34.49,-0.54
85,Semiconductors,INTC,20210101,20211231,250.32,2325.58,2.5,23.26,20.75,-28.58,-24.07,4.51
86,Semiconductors,NVDA,20120101,20121231,-1543.03,2769.78,-15.43,27.7,43.13,-29.79,-25.85,3.94
87,Semiconductors,NVDA,20130101,20131231,3261.18,5641.43,32.61,56.41,23.8,-27.53,-36.22,-8.69
88,Semiconductors,NVDA,20140101,20141231,3133.62,7219.01,31.34,72.19,40.85,-28.47,-43.0,-14.54
89,Semiconductors,NVDA,20150101,20151231,6946.15,8417.36,69.46,84.17,14.71,-43.67,-50.12,-6.45
90,Semiconductors,NVDA,20160101,20161231,27193.07,26296.42,271.93,262.96,-8.97,-79.48,-75.99,3.48
91,Semiconductors,NVDA,20170101,20171231,8780.24,14555.54,87.8,145.56,57.75,-55.94,-61.23,-5.3
92,Semiconductors,NVDA,20180101,20181231,-3761.52,2947.9,-37.62,29.48,67.09,-56.23,-32.11,24.12
93,Semiconductors,NVDA,20190101,20191231,6319.22,6375.25,63.19,63.75,0.56,-44.23,-46.97,-2.74
94,Semiconductors,NVDA,20200101,20201231,11264.37,2472.39,112.64,24.72,-87.92,-66.0,-41.79,24.21
95,Semiconductors,NVDA,20210101,20211231,11464.65,15412.15,114.65,154.12,39.47,-63.82,-67.03,-3.21
96,Semiconductors,QCOM,20120101,20121231,1022.21,5989.39,10.22,59.89,49.67,-21.46,-39.25,-17.79
97,Semiconductors,QCOM,20130101,20131231,1475.78,1930.44,14.76,19.3,4.55,-20.77,-20.24,0.52
98,Semiconductors,QCOM,20140101,20141231,347.28,2232.35,3.47,22.32,18.85,-15.38,-20.77,-5.39
99,Semiconductors,QCOM,20150101,20151231,-3035.5,1138.51,-30.35,11.39,41.74,-34.25,-15.95,18.3
100,Semiconductors,QCOM,20160101,20161231,4748.61,5117.76,47.49,51.18,3.69,-41.57,-42.12,-0.54
101,Semiconductors,QCOM,20170101,20171231,167.5,5700.71,1.68,57.01,55.33,-27.28,-40.79,-13.51
102,Semiconductors,QCOM,20180101,20181231,-932.92,5295.28,-9.33,52.95,62.28,-35.56,-39.34,-3.78
103,Semiconductors,QCOM,20190101,20191231,6215.6,17192.81,62.16,171.93,109.77,-47.97,-63.96,-15.99
104,Semiconductors,QCOM,20200101,20201231,6975.31,2036.82,69.75,20.37,-49.38,-62.13,-41.75,20.37
105,Semiconductors,QCOM,20210101,20211231,1904.72,2029.54,19.05,20.3,1.25,-35.07,-35.5,-0.43
106,Semiconductors,MU,20120101,20121231,-1599.73,9626.67,-16.0,96.27,112.26,-42.67,-53.41,-10.74
107,Semiconductors,MU,20130101,20131231,19071.69,15058.18,190.72,150.58,-40.14,-68.23,-62.35,5.89
108,Semiconductors,MU,20140101,20141231,5158.41,11965.77,51.58,119.66,68.07,-41.03,-57.58,-16.55
109,Semiconductors,MU,20150101,20151231,-5635.27,518.58,-56.35,5.19,61.54,-57.64,-30.12,27.52
110,Semiconductors,MU,20160101,20161231,7555.08,6306.92,75.55,63.07,-12.48,-58.93,-47.68,11.25
111,Semiconductors,MU,20170101,20171231,8473.15,13908.85,84.73,139.09,54.36,-56.87,-61.06,-4.19
112,Semiconductors,MU,20180101,20181231,-2376.35,5955.54,-23.76,59.56,83.32,-53.94,-51.76,2.18
113,Semiconductors,MU,20190101,20191231,4988.58,11189.31,49.89,111.89,62.01,-41.71,-53.75,-12.04
114,Semiconductors,MU,20200101,20201231,2581.01,10677.72,25.81,106.78,80.97,-53.82,-54.45,-0.63
115,Semiconductors,MU,20210101,20211231,1883.14,7643.67,18.83,76.44,57.61,-30.59,-43.73,-13.14
116,Semiconductors,AMD,20120101,20121231,-5968.01,1656.17,-59.68,16.56,76.24,-77.5,-33.17,44.33
117,Semiconductors,AMD,20130101,20131231,4378.7,10717.51,43.79,107.18,63.39,-48.66,-56.04,-7.38
118,Semiconductors,AMD,20140101,20141231,-3547.35,4610.84,-35.47,46.11,81.58,-47.64,-35.06,12.58
119,Semiconductors,AMD,20150101,20151231,1329.9,20202.24,13.3,202.02,188.72,-49.53,-67.72,-18.18
120,Semiconductors,AMD,20160101,20161231,38720.2,24093.69,387.2,240.94,-146.27,-85.26,-76.94,8.32
121,Semiconductors,AMD,20170101,20171231,-724.13,15384.82,-7.24,153.85,161.09,-38.25,-63.55,-25.29
122,Semiconductors,AMD,20180101,20181231,5595.68,23890.13,55.96,238.9,182.94,-72.63,-74.74,-2.1
123,Semiconductors,AMD,20190101,20191231,12776.56,13180.39,127.77,131.8,4.04,-58.57,-61.85,-3.28
124,Semiconductors,AMD,20200101,20201231,8648.7,15569.01,86.49,155.69,69.2,-59.94,-63.25,-3.31
125,Semiconductors,AMD,20210101,20211231,4921.61,8723.14,49.22,87.23,38.02,-55.19,-54.97,0.22
126,Cloud Computing,IBM,20120101,20121231,619.01,3089.97,6.19,30.9,24.71,-16.06,-27.19,-11.13
127,Cloud Computing,IBM,20130101,20131231,-132.68,3009.98,-1.33,30.1,31.43,-18.74,-23.4,-4.66
128,Cloud Computing,IBM,20140101,20141231,-1278.53,1938.29,-12.79,19.38,32.17,-22.07,-21.08,0.99
129,Cloud Computing,IBM,20150101,20151231,-964.6,-265.6,-9.65,-2.66,6.99,-22.89,-15.62,7.28
130,Cloud Computing,IBM,20160101,20161231,2897.81,4636.15,28.98,46.36,17.38,-32.47,-33.88,-1.41
131,Cloud Computing,IBM,20170101,20171231,-358.36,1538.92,-3.58,15.39,18.97,-21.72,-15.56,6.16
132,Cloud Computing,IBM,20180101,20181231,-2725.23,1315.74,-27.25,13.16,40.41,-33.6,-17.85,15.76
133,Cloud Computing,IBM,20190101,20191231,1549.94,3645.68,15.5,36.46,20.96,-22.37,-30.03,-7.66
134,Cloud Computing,IBM,20200101,20201231,-457.75,5509.88,-4.58,55.1,59.68,-39.05,-39.56,-0.51
135,Cloud Computing,IBM,20210101,20211231,893.74,3738.67,8.94,37.39,28.45,-23.49,-23.05,0.44
136,Cloud Computing,AMZN,20120101,20121231,3528.81,4490.81,35.29,44.91,9.62,-33.59,-37.45,-3.85
137,Cloud Computing,AMZN,20130101,20131231,4658.51,6221.97,46.59,62.22,15.63,-38.48,-41.01,-2.53
138,Cloud Computing,AMZN,20140101,20141231,-2188.35,281.53,-21.88,2.82,24.7,-30.29,-23.63,6.67
139,Cloud Computing,AMZN,20150101,20151231,12803.04,9917.67,128.03,99.18,-28.85,-58.62,-50.76,7.86
140,Cloud Computing,AMZN,20160101,20161231,2113.61,4790.27,21.14,47.9,26.77,-43.48,-35.68,7.8
141,Cloud Computing,AMZN,20170101,20171231,4659.52,3894.59,46.6,38.95,-7.65,-34.13,-29.09,5.03
142,Cloud Computing,AMZN,20180101,20181231,2120.22,9377.52,21.2,93.78,72.57,-38.91,-51.04,-12.14
143,Cloud Computing,AMZN,20190101,20191231,1201.02,2590.92,12.01,25.91,13.9,-21.7,-27.6,-5.9
144,Cloud Computing,AMZN,20200101,20201231,6843.39,7767.58,68.43,77.68,9.24,-53.72,-48.83,4.89
145,Cloud Computing,AMZN,20210101,20211231,772.68,3612.72,7.73,36.13,28.4,-19.74,-30.73,-10.99
146,Cloud Computing,GOOG,20140101,20141231,-742.68,2543.88,-7.43,25.44,32.87,-16.67,-26.85,-10.18
147,Cloud Computing,GOOG,20150101,20151231,5486.25,3120.19,54.86,31.2,-23.66,-36.31,-27.78,8.52
148,Cloud Computing,GOOG,20160101,20161231,789.22,3328.45,7.89,33.28,25.39,-18.22,-26.32,-8.1
149,Cloud Computing,GOOG,20170101,20171231,2895.81,4364.22,28.96,43.64,14.68,-26.17,-31.15,-4.98
150,Cloud Computing,GOOG,20180101,20181231,-420.2,4317.81,-4.2,43.18,47.38,-23.38,-35.21,-11.84
151,Cloud Computing,GOOG,20190101,20191231,2357.25,2217.69,23.57,22.18,-1.4,-23.5,-24.78,-1.27
152,Cloud Computing,GOOG,20200101,20201231,2150.02,3112.61,21.5,31.13,9.63,-42.09,-25.9,16.2
153,Cloud Computing,GOOG,20210101,20211231,5780.42,5501.37,57.8,55.01,-2.79,-42.44,-36.35,6.1
154,Cloud Computing,CRM,20120101,20121231,5521.96,7154.24,55.22,71.54,16.32,-39.64,-43.88,-4.25
155,Cloud Computing,CRM,20130101,20131231,2764.71,7832.14,27.65,78.32,50.67,-36.43,-44.35,-7.93
156,Cloud Computing,CRM,20140101,20141231,500.15,3326.93,5.0,33.27,28.27,-25.45,-33.52,-8.07
157,Cloud Computing,CRM,20150101,20151231,3507.34,3370.67,35.07,33.71,-1.37,-32.82,-29.06,3.76
158,Cloud Computing,CRM,20160101,20161231,-627.34,4001.59,-6.27,40.02,46.29,-36.04,-33.28,2.77
159,Cloud Computing,CRM,20170101,20171231,3792.58,3803.82,37.93,38.04,0.11,-31.71,-28.53,3.18
160,Cloud Computing,CRM,20180101,20181231,2481.63,8042.12,24.82,80.42,55.6,-34.41,-47.21,-12.79
161,Cloud Computing,CRM,20190101,20191231,1255.67,3042.6,12.56,30.43,17.87,-15.46,-24.67,-9.21
162,Cloud Computing,CRM,20200101,20201231,2328.7,11831.27,23.29,118.31,95.03,-55.71,-56.11,-0.39
163,Cloud Computing,CRM,20210101,20211231,1636.25,5010.1,16.36,50.1,33.74,-33.66,-36.43,-2.77
164,Social Media,TWTR,20130101,20131231,3759.22,4138.46,37.59,41.38,3.79,-46.27,-42.54,3.73
165,Social Media,TWTR,20140101,20141231,-3743.5,5521.6,-37.44,55.22,92.65,-53.84,-54.74,-0.9
166,Social Media,TWTR,20150101,20151231,-4496.27,-620.77,-44.96,-6.21,38.76,-58.25,-29.24,29.01
167,Social Media,TWTR,20160101,20161231,-1795.68,7929.59,-17.96,79.3,97.25,-42.64,-57.83,-15.19
168,Social Media,TWTR,20170101,20171231,3890.33,14285.06,38.9,142.85,103.95,-43.79,-63.38,-19.59
169,Social Media,TWTR,20180101,20181231,1908.61,13105.44,19.09,131.05,111.97,-52.1,-60.74,-8.64
170,Social Media,TWTR,20190101,20191231,-373.44,1555.05,-3.73,15.55,19.28,-36.4,-31.8,4.6
171,Social Media,TWTR,20200101,20201231,6494.53,23891.64,64.95,238.92,173.97,-60.05,-70.64,-10.59
172,Social Media,TWTR,20210101,20211231,-868.03,14812.37,-8.68,148.12,156.8,-46.26,-61.1,-14.84
173,Social Media,SNAP,20170101,20171231,-3643.03,1851.22,-36.43,18.51,54.94,-50.81,-43.28,7.54
174,Social Media,SNAP,20180101,20181231,-5905.09,995.16,-59.05,9.95,69.0,-76.08,-38.15,37.93
175,Social Media,SNAP,20190101,20191231,14759.29,17394.65,147.59,173.95,26.35,-68.24,-65.23,3.01
176,Social Media,SNAP,20200101,20201231,17984.61,27749.72,179.85,277.5,97.65,-85.04,-76.14,8.9
177,Social Media,SNAP,20210101,20211231,-1348.02,13853.77,-13.48,138.54,152.02,-46.78,-62.99,-16.21
178,Social Media,PINS,20190101,20191231,-4132.74,-21.2,-41.33,-0.21,41.12,-52.29,-31.24,21.05
179,Social Media,PINS,20200101,20201231,24206.29,24194.98,242.06,241.95,-0.11,-85.48,-76.43,9.05
180,Social Media,PINS,20210101,20211231,-4732.78,7060.93,-47.33,70.61,117.94,-60.02,-58.18,1.84
181,Social Media,FB,20120101,20121231,-1678.75,5244.27,-16.79,52.44,69.23,-44.98,-43.58,1.4
182,Social Media,FB,20130101,20131231,7662.53,14483.32,76.63,144.83,68.21,-60.58,-60.94,-0.36
183,Social Media,FB,20140101,20141231,3892.63,7210.67,38.93,72.11,33.18,-34.12,-46.48,-12.36
184,Social Media,FB,20150101,20151231,3599.5,2721.2,35.99,27.21,-8.78,-31.95,-31.11,0.84
185,Social Media,FB,20160101,20161231,1754.55,3718.47,17.55,37.18,19.64,-30.46,-32.39,-1.93
186,Social Media,FB,20170101,20171231,4287.03,3824.56,42.87,38.25,-4.62,-32.24,-29.18,3.06
187,Social Media,FB,20180101,20181231,-2786.92,2853.79,-27.87,28.54,56.41,-42.93,-29.19,13.75
188,Social Media,FB,20190101,20191231,4198.2,5640.86,41.98,56.41,14.43,-31.95,-38.95,-7.0
189,Social Media,FB,20200101,20201231,2371.07,3401.17,23.71,34.01,10.3,-53.44,-38.69,14.75
190,Social Media,FB,20210101,20211231,3277.75,4051.27,32.78,40.51,7.74,-35.05,-32.01,3.04
191,Entertainment,DIS,20120101,20121231,2604.56,3170.07,26.05,31.7,5.66,-27.33,-24.98,2.35
192,Entertainment,DIS,20130101,20131231,5169.5,4769.78,51.7,47.7,-4.0,-31.9,-29.39,2.5
193,Entertainment,DIS,20140101,20141231,2812.53,4062.72,28.13,40.63,12.5,-26.42,-29.35,-2.93
194,Entertainment,DIS,20150101,20151231,1337.45,2747.19,13.37,27.47,14.1,-25.3,-26.98,-1.68
195,Entertainment,DIS,20160101,20161231,502.88,2919.02,5.03,29.19,24.16,-18.91,-27.95,-9.05
196,Entertainment,DIS,20170101,20171231,104.45,1843.55,1.04,18.44,17.39,-16.11,-19.23,-3.13
197,Entertainment,DIS,20180101,20181231,75.01,2722.06,0.75,27.22,26.47,-17.98,-23.24,-5.26
198,Entertainment,DIS,20190101,20191231,2967.72,5101.03,29.68,51.01,21.33,-29.61,-34.4,-4.79
199,Entertainment,DIS,20200101,20201231,2438.3,6603.42,24.38,66.03,41.65,-53.06,-43.26,9.8
200,Entertainment,DIS,20210101,20211231,-1205.04,552.96,-12.05,5.53,17.58,-28.65,-16.65,11.99
201,Entertainment,NFLX,20120101,20121231,-588.64,14924.12,-5.89,149.24,155.13,-58.09,-64.25,-6.15
202,Entertainment,NFLX,20130101,20131231,27809.64,29349.75,278.1,293.5,15.4,-75.1,-78.36,-3.25
203,Entertainment,NFLX,20140101,20141231,146.85,7878.07,1.47,78.78,77.31,-35.79,-49.65,-13.86
204,Entertainment,NFLX,20150101,20151231,14648.45,17913.52,146.48,179.14,32.65,-64.92,-69.49,-4.57
205,Entertainment,NFLX,20160101,20161231,866.19,9639.01,8.66,96.39,87.73,-37.58,-51.67,-14.1
206,Entertainment,NFLX,20170101,20171231,4676.63,8255.39,46.77,82.55,35.79,-35.32,-44.88,-9.56
207,Entertainment,NFLX,20180101,20181231,2519.34,12731.49,25.19,127.31,102.12,-50.74,-59.07,-8.33
208,Entertainment,NFLX,20190101,20191231,225.45,1835.86,2.25,18.36,16.1,-33.19,-21.09,12.11
209,Entertainment,NFLX,20200101,20201231,5458.71,3857.02,54.59,38.57,-16.02,-46.76,-40.59,6.17
210,Entertainment,NFLX,20210101,20211231,2085.44,8983.88,20.85,89.84,68.98,-30.71,-47.81,-17.1
211,Entertainment,FB,20120101,20121231,-1678.75,5244.27,-16.79,52.44,69.23,-44.98,-43.58,1.4
212,Entertainment,FB,20130101,20131231,7662.53,14483.32,76.63,144.83,68.21,-60.58,-60.94,-0.36
213,Entertainment,FB,20140101,20141231,3892.63,7210.67,38.93,72.11,33.18,-34.12,-46.48,-12.36
214,Entertainment,FB,20150101,20151231,3599.5,2721.2,35.99,27.21,-8.78,-31.95,-31.11,0.84
215,Entertainment,FB,20160101,20161231,1754.55,3718.47,17.55,37.18,19.64,-30.46,-32.39,-1.93
216,Entertainment,FB,20170101,20171231,4287.03,3824.56,42.87,38.25,-4.62,-32.24,-29.18,3.06
217,Entertainment,FB,20180101,20181231,-2786.92,2853.79,-27.87,28.54,56.41,-42.93,-29.19,13.75
218,Entertainment,FB,20190101,20191231,4198.2,5640.86,41.98,56.41,14.43,-31.95,-38.95,-7.0
219,Entertainment,FB,20200101,20201231,2371.07,3401.17,23.71,34.01,10.3,-53.44,-38.69,14.75
220,Entertainment,FB,20210101,20211231,3277.75,4051.27,32.78,40.51,7.74,-35.05,-32.01,3.04
221,Retail,WMT,20120101,20121231,1683.9,3650.75,16.84,36.51,19.67,-26.68,-28.71,-2.03
222,Retail,WMT,20130101,20131231,1725.95,2373.34,17.26,23.73,6.47,-17.57,-20.04,-2.48
223,Retail,WMT,20140101,20141231,1385.64,3754.95,13.86,37.55,23.69,-18.8,-27.28,-8.48
224,Retail,WMT,20150101,20151231,-2939.64,-1274.89,-29.4,-12.75,16.65,-36.7,-20.59,16.11
225,Retail,WMT,20160101,20161231,1040.38,744.06,10.4,7.44,-2.96,-20.36,-12.64,7.72
226,Retail,WMT,20170101,20171231,4919.18,4791.13,49.19,47.91,-1.28,-35.97,-34.14,1.82
227,Retail,WMT,20180101,20181231,-491.73,2742.24,-4.92,27.42,32.34,-23.97,-24.59,-0.62
228,Retail,WMT,20190101,20191231,2962.25,2703.51,29.62,27.04,-2.59,-25.83,-24.93,0.9
229,Retail,WMT,20200101,20201231,2488.95,4818.69,24.89,48.19,23.3,-32.38,-41.08,-8.7
230,Retail,WMT,20210101,20211231,-239.57,4006.48,-2.4,40.06,42.46,-17.53,-29.76,-12.23
231,Retail,COST,20120101,20121231,3206.97,4001.57,32.07,40.02,7.95,-26.42,-28.33,-1.9
232,Retail,COST,20130101,20131231,1882.82,2149.81,18.83,21.5,2.67,-21.39,-19.28,2.11
233,Retail,COST,20140101,20141231,2271.44,1452.19,22.71,14.52,-8.19,-24.83,-20.82,4.01
234,Retail,COST,20150101,20151231,1774.42,1389.46,17.74,13.89,-3.85,-21.25,-19.34,1.91
235,Retail,COST,20160101,20161231,442.17,3015.7,4.42,30.16,25.74,-17.32,-25.84,-8.52
236,Retail,COST,20170101,20171231,2106.42,5233.12,21.06,52.33,31.27,-22.68,-36.06,-13.38
237,Retail,COST,20180101,20181231,1052.95,4102.57,10.53,41.03,30.5,-27.55,-29.62,-2.06
238,Retail,COST,20190101,20191231,4249.57,2986.38,42.5,29.86,-12.63,-32.49,-27.03,5.45
239,Retail,COST,20200101,20201231,2862.68,3178.11,28.63,31.78,3.15,-29.56,-27.05,2.51
240,Retail,COST,20210101,20211231,5445.62,3431.97,54.46,34.32,-20.14,-45.22,-29.84,15.38
